cluster,bmi,hba1c,dmagediag,homa2b,homa2ir
0,38.06179603083569,6.46020892151327,51.605134472461884,129.0038961038961,3.7173299567651044
1,32.124689624885846,6.617960426179605,65.25792623173517,317.8182648401827,10.397118964223745
2,29.60117930655683,6.33233046800382,71.52522274990926,88.38715377268386,2.2373559389269344
3,34.29477491869565,10.259006211180125,56.44189568624223,55.736335403726706,3.726939829400621
